   8 200  90  50 1.300000E+00 1.500000E-01
  1.3000000E+00 -1.5000000E-01
  1.3000000E+00 -1.1798935E-01
  1.3000000E+00 -8.6187155E-02
  1.3000000E+00 -6.4771162E-02
  1.3000000E+00 -4.3533512E-02
  1.3000000E+00 -3.0827781E-02
  1.3000000E+00 -1.8174666E-02
  1.3000000E+00 -1.1755985E-02
  1.3000000E+00 -5.3408788E-03
  1.3000000E+00 -2.6708501E-03
  1.3000000E+00  0.0000000E+00
  1.2906745E+00 -1.5000000E-01
  1.2906290E+00 -1.1798468E-01
  1.2904886E+00 -8.6178913E-02
  1.2903959E+00 -6.4761704E-02
  1.2902864E+00 -4.3523538E-02
  1.2902490E+00 -3.0817488E-02
  1.2902119E+00 -1.8165880E-02
  1.2902084E+00 -1.1747643E-02
  1.2902058E+00 -5.3389633E-03
  1.2902071E+00 -2.6690310E-03
  1.2902075E+00  0.0000000E+00
  1.2813538E+00 -1.5000000E-01
  1.2812641E+00 -1.1797063E-01
  1.2809810E+00 -8.6154101E-02
  1.2807940E+00 -6.4733821E-02
  1.2805745E+00 -4.3492113E-02
  1.2804977E+00 -3.0788362E-02
  1.2804228E+00 -1.8134297E-02
  1.2804131E+00 -1.1722217E-02
  1.2804056E+00 -5.3143498E-03
  1.2804080E+00 -2.6574006E-03
  1.2804088E+00  0.0000000E+00
  1.2724913E+00 -1.5000000E-01
  1.2723560E+00 -1.1795112E-01
  1.2719469E+00 -8.6119754E-02
  1.2716768E+00 -6.4694700E-02
  1.2713606E+00 -4.3449320E-02
  1.2712534E+00 -3.0747590E-02
  1.2711491E+00 -1.8093754E-02
  1.2711375E+00 -1.1688358E-02
  1.2711285E+00 -5.2881454E-03
  1.2711311E+00 -2.6439283E-03
  1.2711320E+00  0.0000000E+00
  1.2636420E+00 -1.5000000E-01
  1.2634637E+00 -1.1792163E-01
  1.2629223E+00 -8.6068289E-02
  1.2625654E+00 -6.4636605E-02
  1.2621494E+00 -4.3387785E-02
  1.2620072E+00 -3.0690910E-02
  1.2618709E+00 -1.8040886E-02
  1.2618525E+00 -1.1646685E-02
  1.2618380E+00 -5.2571858E-03
  1.2618399E+00 -2.6285980E-03
  1.2618405E+00  0.0000000E+00
  1.2552433E+00 -1.5000000E-01
  1.2550206E+00 -1.1788975E-01
  1.2543607E+00 -8.6012865E-02
  1.2539259E+00 -6.4573655E-02
  1.2534207E+00 -4.3322253E-02
  1.2532507E+00 -3.0630425E-02
  1.2530877E+00 -1.7986368E-02
  1.2530668E+00 -1.1603680E-02
  1.2530500E+00 -5.2261212E-03
  1.2530525E+00 -2.6129699E-03
  1.2530532E+00  0.0000000E+00
  1.2468650E+00 -1.5000000E-01
  1.2466004E+00 -1.1784737E-01
  1.2458129E+00 -8.5939692E-02
  1.2452941E+00 -6.4491526E-02
  1.2446939E+00 -4.3238637E-02
  1.2444899E+00 -3.0555734E-02
  1.2442957E+00 -1.7921687E-02
  1.2442675E+00 -1.1554370E-02
  1.2442449E+00 -5.1919968E-03
  1.2442463E+00 -2.5959593E-03
  1.2442469E+00  0.0000000E+00
  1.2389272E+00 -1.5000000E-01
  1.2386189E+00 -1.1780534E-01
  1.2377158E+00 -8.5867371E-02
  1.2371203E+00 -6.4409911E-02
  1.2364331E+00 -4.3156585E-02
  1.2362014E+00 -3.0481961E-02
  1.2359807E+00 -1.7858842E-02
  1.2359497E+00 -1.1505976E-02
  1.2359246E+00 -5.1587091E-03
  1.2359266E+00 -2.5792618E-03
  1.2359272E+00  0.0000000E+00
  1.2310153E+00 -1.5000000E-01
  1.2306653E+00 -1.1775246E-01
  1.2296354E+00 -8.5776746E-02
  1.2289554E+00 -6.4308800E-02
  1.2281732E+00 -4.3056308E-02
  1.2279066E+00 -3.0394340E-02
  1.2276540E+00 -1.7786046E-02
  1.2276152E+00 -1.1451603E-02
  1.2275841E+00 -5.1225400E-03
  1.2275849E+00 -2.5612300E-03
  1.2275853E+00  0.0000000E+00
  1.2235314E+00 -1.5000000E-01
  1.2231376E+00 -1.1770247E-01
  1.2219918E+00 -8.5691260E-02
  1.2212335E+00 -6.4212787E-02
  1.2203629E+00 -4.2961979E-02
  1.2200675E+00 -3.0310963E-02
  1.2197874E+00 -1.7717464E-02
  1.2197455E+00 -1.1399526E-02
  1.2197115E+00 -5.0878809E-03
  1.2197131E+00 -2.5438350E-03
  1.2197135E+00  0.0000000E+00
  1.2160773E+00 -1.5000000E-01
  1.2156415E+00 -1.1764150E-01
  1.2143672E+00 -8.5587102E-02
  1.2135214E+00 -6.4096923E-02
  1.2125528E+00 -4.2848939E-02
  1.2122207E+00 -3.0213589E-02
  1.2119069E+00 -1.7638658E-02
  1.2118567E+00 -1.1341479E-02
  1.2118163E+00 -5.0502929E-03
  1.2118165E+00 -2.5251118E-03
  1.2118167E+00  0.0000000E+00
  1.2090368E+00 -1.5000000E-01
  1.2085568E+00 -1.1758582E-01
  1.2071645E+00 -8.5492036E-02
  1.2062369E+00 -6.3990255E-02
  1.2051764E+00 -4.2745623E-02
  1.2048133E+00 -3.0123217E-02
  1.2044702E+00 -1.7566048E-02
  1.2044164E+00 -1.1286835E-02
  1.2043730E+00 -5.0147851E-03
  1.2043739E+00 -2.5072707E-03
  1.2043741E+00  0.0000000E+00
  1.2020288E+00 -1.5000000E-01
  1.2015061E+00 -1.1751932E-01
  1.1999825E+00 -8.5378222E-02
  1.1989630E+00 -6.3863499E-02
  1.1977995E+00 -4.2623056E-02
  1.1973969E+00 -3.0018561E-02
  1.1970180E+00 -1.7482805E-02
  1.1969552E+00 -1.1226142E-02
  1.1969049E+00 -4.9762440E-03
  1.1969043E+00 -2.4880934E-03
  1.1969044E+00  0.0000000E+00
  1.1954184E+00 -1.5000000E-01
  1.1948510E+00 -1.1746039E-01
  1.1932069E+00 -8.5277229E-02
  1.1921010E+00 -6.3749752E-02
  1.1908404E+00 -4.2513682E-02
  1.1904042E+00 -2.9923416E-02
  1.1899936E+00 -1.7407582E-02
  1.1899267E+00 -1.1169852E-02
  1.1898730E+00 -4.9403146E-03
  1.1898732E+00 -2.4700164E-03
  1.1898732E+00  0.0000000E+00
  1.1888417E+00 -1.5000000E-01
  1.1882313E+00 -1.1739112E-01
  1.1864531E+00 -8.5157795E-02
  1.1852500E+00 -6.3615919E-02
  1.1838805E+00 -4.2384618E-02
  1.1834016E+00 -2.9813713E-02
  1.1829525E+00 -1.7321298E-02
  1.1828758E+00 -1.1107422E-02
  1.1828146E+00 -4.9012299E-03
  1.1828132E+00 -2.4505929E-03
  1.1828130E+00  0.0000000E+00
  1.1826456E+00 -1.5000000E-01
  1.1819903E+00 -1.1733156E-01
  1.1800897E+00 -8.5054703E-02
  1.1787952E+00 -6.3498712E-02
  1.1773228E+00 -4.2272033E-02
  1.1768072E+00 -2.9715905E-02
  1.1763237E+00 -1.7244784E-02
  1.1762422E+00 -1.1050341E-02
  1.1761771E+00 -4.8652744E-03
  1.1761766E+00 -2.4324744E-03
  1.1761763E+00  0.0000000E+00
  1.1764834E+00 -1.5000000E-01
  1.1757854E+00 -1.1726247E-01
  1.1737490E+00 -8.4933903E-02
  1.1723519E+00 -6.3361735E-02
  1.1707643E+00 -4.2139501E-02
  1.1702022E+00 -2.9603342E-02
  1.1696771E+00 -1.7156805E-02
  1.1695849E+00 -1.0987042E-02
  1.1695118E+00 -4.8260360E-03
  1.1695095E+00 -2.4130032E-03
  1.1695089E+00  0.0000000E+00
  1.1706836E+00 -1.5000000E-01
  1.1699414E+00 -1.1720503E-01
  1.1677823E+00 -8.4832704E-02
  1.1662889E+00 -6.3244807E-02
  1.1645923E+00 -4.2026577E-02
  1.1639901E+00 -2.9504965E-02
  1.1634276E+00 -1.7080294E-02
  1.1633300E+00 -1.0930002E-02
  1.1632524E+00 -4.7904378E-03
  1.1632509E+00 -2.3950314E-03
  1.1632503E+00  0.0000000E+00
  1.1649172E+00 -1.5000000E-01
  1.1641333E+00 -1.1713913E-01
  1.1618388E+00 -8.4714954E-02
  1.1602379E+00 -6.3108768E-02
  1.1584197E+00 -4.1893668E-02
  1.1577671E+00 -2.9391734E-02
  1.1571596E+00 -1.6991950E-02
  1.1570502E+00 -1.0866688E-02
  1.1569640E+00 -4.7514254E-03
  1.1569606E+00 -2.3757058E-03
  1.1569597E+00  0.0000000E+00
  1.1594944E+00 -1.5000000E-01
  1.1586679E+00 -1.1708652E-01
  1.1562524E+00 -8.4619698E-02
  1.1545512E+00 -6.2995945E-02
  1.1526185E+00 -4.1783312E-02
  1.1519219E+00 -2.9294876E-02
